"OreDict Key","ItemStacks"
"ingotVoid","[thaumcraft:ingot@1 - 'Void Metal Ingot' - <no NBT>]"
"ingotVulcanite",""
"ingotVyroxeres",""
"ingotWater",""
"ingotWood",""
"ingotXpjuice",""
"ingotYellorium","[bigreactors:ingotyellorium@0 - 'Yellorium Ingot' - <no NBT>]"
"ingotYelloriumOxide",""
"ingotYellowGarnet",""
"ingotZinc","[techreborn:ingot@18 - 'Zinc Ingot' - <no NBT>]"
"ingotZircaloy","[nuclearcraft:alloy@12 - 'Zircaloy' - <no NBT>]"
"ingotZirconium","[nuclearcraft:ingot@10 - 'Zirconium Ingot' - <no NBT>]"
"ingot_dark_soularium","[simplyjetpacks:metaitemmods@3 - 'Dark Soularium Ingot' - <no NBT>]"
"ingotadvancedAlloy",""
"ingotaluminum",""
"ingotbrass",""
"ingotbronze",""
"ingotchrome",""
"ingotcopper",""
"ingotelectrum",""
"ingotingotRedmetal",""
"ingotinvar",""
"ingotiridium",""
"ingotiridiumAlloy",""
"ingotlead",""
"ingotmagnalium",""
"ingotnickel",""
"ingotperidot",""
"ingotplatinum",""
"ingotredGarnet",""
"ingotrefinedIron",""
"ingotruby",""
"ingotsapphire",""
"ingotsilver",""
"ingotsteel",""
"ingottin",""
"ingottitanium",""
"ingottungsten",""
"ingottungstensteel",""
"ingotyellowGarnet",""
"ingotzinc",""
"ingredientSalt","[bewitchment:salt@0 - 'Salt' - <no NBT>]"
"insulatedGoldCableItem","[techreborn:cable@6 - 'Insulated Gold Cable' - <no NBT>]"
"irisDirt","[naturalpledge:iris_dirt@32767 - '(WILDCARD)' - <no NBT>]; [naturalpledge:rainbow_dirt@32767 - '(WILDCARD)' - <no NBT>]; [naturalpledge:aurora_dirt@32767 - '(WILDCARD)' - <no NBT>]"
"irisDye","[naturalpledge:iris_dye@0 - 'White Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@1 - 'Orange Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@2 - 'Magenta Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@3 - 'Light Blue Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@4 - 'Yellow Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@5 - 'Lime Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@6 - 'Pink Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@7 - 'Gray Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@8 - 'Light Gray Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@9 - 'Cyan Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@10 - 'Purple Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@11 - 'Blue Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@12 - 'Brown Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@13 - 'Green Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@14 - 'Red Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@15 - 'Black Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye@16 - 'Bifrost Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@0 - 'White Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@1 - 'Orange Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@2 - 'Magenta Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@3 - 'Light Blue Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@4 - 'Yellow Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@5 - 'Lime Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@6 - 'Pink Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@7 - 'Gray Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@8 - 'Light Gray Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@9 - 'Cyan Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@10 - 'Purple Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@11 - 'Blue Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@12 - 'Brown Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@13 - 'Green Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@14 - 'Red Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@15 - 'Black Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@16 - 'Bifrost Awakened Crystal' - <no NBT>]"
"irisDyeAwakened","[naturalpledge:iris_dye_awakened@0 - 'White Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@1 - 'Orange Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@2 - 'Magenta Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@3 - 'Light Blue Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@4 - 'Yellow Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@5 - 'Lime Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@6 - 'Pink Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@7 - 'Gray Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@8 - 'Light Gray Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@9 - 'Cyan Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@10 - 'Purple Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@11 - 'Blue Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@12 - 'Brown Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@13 - 'Green Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@14 - 'Red Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@15 - 'Black Awakened Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@16 - 'Bifrost Awakened Crystal' - <no NBT>]"
"irisDyeBlack","[naturalpledge:iris_dye@15 - 'Black Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@15 - 'Black Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@15 - 'Black Iridescent Shard' - <no NBT>]"
"irisDyeBlue","[naturalpledge:iris_dye@11 - 'Blue Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@11 - 'Blue Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@11 - 'Blue Iridescent Shard' - <no NBT>]"
"irisDyeBrown","[naturalpledge:iris_dye@12 - 'Brown Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@12 - 'Brown Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@12 - 'Brown Iridescent Shard' - <no NBT>]"
"irisDyeCyan","[naturalpledge:iris_dye@9 - 'Cyan Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@9 - 'Cyan Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@9 - 'Cyan Iridescent Shard' - <no NBT>]"
"irisDyeGray","[naturalpledge:iris_dye@7 - 'Gray Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@7 - 'Gray Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@7 - 'Gray Iridescent Shard' - <no NBT>]"
"irisDyeGreen","[naturalpledge:iris_dye@13 - 'Green Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@13 - 'Green Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@13 - 'Green Iridescent Shard' - <no NBT>]"
"irisDyeLightBlue","[naturalpledge:iris_dye@3 - 'Light Blue Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@3 - 'Light Blue Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@3 - 'Light Blue Iridescent Shard' - <no NBT>]"
"irisDyeLightGray","[naturalpledge:iris_dye@8 - 'Light Gray Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@8 - 'Light Gray Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@8 - 'Light Gray Iridescent Shard' - <no NBT>]"
"irisDyeLime","[naturalpledge:iris_dye@5 - 'Lime Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@5 - 'Lime Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@5 - 'Lime Iridescent Shard' - <no NBT>]"
"irisDyeMagenta","[naturalpledge:iris_dye@2 - 'Magenta Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@2 - 'Magenta Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@2 - 'Magenta Iridescent Shard' - <no NBT>]"
"irisDyeOrange","[naturalpledge:iris_dye@1 - 'Orange Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@1 - 'Orange Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@1 - 'Orange Iridescent Shard' - <no NBT>]"
"irisDyePink","[naturalpledge:iris_dye@6 - 'Pink Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@6 - 'Pink Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@6 - 'Pink Iridescent Shard' - <no NBT>]"
"irisDyePurple","[naturalpledge:iris_dye@10 - 'Purple Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@10 - 'Purple Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@10 - 'Purple Iridescent Shard' - <no NBT>]"
"irisDyeRainbow","[naturalpledge:iris_dye@16 - 'Bifrost Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@16 - 'Bifrost Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@16 - 'Bifrost Iridescent Shard' - <no NBT>]"
"irisDyeRed","[naturalpledge:iris_dye@14 - 'Red Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@14 - 'Red Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@14 - 'Red Iridescent Shard' - <no NBT>]"
"irisDyeWhite","[naturalpledge:iris_dye@0 - 'White Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@0 - 'White Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@0 - 'White Iridescent Shard' - <no NBT>]"
"irisDyeYellow","[naturalpledge:iris_dye@4 - 'Yellow Iridescent Crystal' - <no NBT>]; [naturalpledge:iris_dye_awakened@4 - 'Yellow Awakened Crystal' - <no NBT>]; [naturalpledge:dye_shard@4 - 'Yellow Iridescent Shard' - <no NBT>]"
"iron_nugget",""
"itemAttractorCrystal","[enderio:item_material@17 - 'Enticing Crystal' - <no NBT>]"
"itemBeeswax","[forestry:beeswax@0 - 'Beeswax' - <no NBT>]; [bewitchment:tallow@0 - 'Tallow' - <no NBT>]"
"itemBinderComposite","[enderio:item_material@22 - 'Conduit Binder Composite' - <no NBT>]"
"itemBioFuel","[mekanism:biofuel@0 - 'Bio Fuel' - <no NBT>]"
"itemBioblend","[thermalfoundation:material@818 - 'Pulped Bioblend' - <no NBT>]"
"itemBioblendRich","[thermalfoundation:material@819 - 'Rich Bioblend' - <no NBT>]"
"itemBiomass","[thermalfoundation:material@816 - 'Pulped Biomass' - <no NBT>]"
"itemBiomassRich","[thermalfoundation:material@817 - 'Rich Biomass' - <no NBT>]"
"itemBlazePowder","[minecraft:blaze_powder@0 - 'Blaze Powder' - <no NBT>]"
"itemBlazeRod","[minecraft:blaze_rod@0 - 'Blaze Rod' - <no NBT>]"
"itemCakeBase","[enderio:item_material@70 - 'Cake Base' - <no NBT>]"
"itemCharcoal","[minecraft:coal@1 - 'Charcoal' - <no NBT>]"
"itemCharcoalSugar",""
"itemChassiParts","[enderio:item_material@2 - 'Machine Parts' - <no NBT>]"
"itemCinnabar","[thermalfoundation:material@866 - 'Cinnabar' - <no NBT>]"
"itemClay","[minecraft:clay_ball@0 - 'Clay' - <no NBT>]"
"itemClayedGlowstone","[enderio:item_material@76 - 'Clay-Coated Glowstone Dust' - <no NBT>]"
"itemCoal","[minecraft:coal@0 - 'Coal' - <no NBT>]"
"itemCompressedCarbon","[mekanism:compressedcarbon@0 - 'Compressed Carbon' - <no NBT>]"
"itemCompressedDiamond","[mekanism:compresseddiamond@0 - 'Compressed Diamond' - <no NBT>]"
"itemCompressedObsidian","[mekanism:compressedobsidian@0 - 'Compressed Obsidian' - <no NBT>]"
"itemCompressedRedstone","[mekanism:compressedredstone@0 - 'Compressed Redstone' - <no NBT>]"
"itemConduitBinder","[enderio:item_material@4 - 'Conduit Binder' - <no NBT>]"
"itemConfusingDust","[enderio:item_material@61 - 'Confusing Powder' - <no NBT>]"
"itemEndSteelMachineChassi","[enderio:item_material@66 - 'End Steel Chassis' - <no NBT>]"
"itemEnderCrystal","[enderio:item_material@16 - 'Ender Crystal' - <no NBT>]"
"itemEnderCrystalPowder","[enderio:item_material@37 - 'Grains of the End' - <no NBT>]"
"itemEnderFragment","[enderio:item_material@62 - 'Ender Fragment' - <no NBT>]"
"itemEnhancedChassiParts","[enderio:item_material@68 - 'Enhanced Machine Parts' - <no NBT>]"
"itemEnhancedMachineChassi","[enderio:item_material@54 - 'Enhanced Machine Chassis' - <no NBT>]"
"itemEnrichedAlloy","[mekanism:enrichedalloy@0 - 'Enriched Alloy' - <no NBT>]"
"itemFlint","[minecraft:flint@0 - 'Flint' - <no NBT>]"
"itemGhastTear","[minecraft:ghast_tear@0 - 'Ghast Tear' - <no NBT>]"
"itemGliderWing","[enderio:item_material@6 - 'Glider Wing' - <no NBT>]"
"itemGliderWings","[enderio:item_material@7 - 'Glider Wings' - <no NBT>]"
"itemGrindingBallEnderium","[enderio:item_material@58 - 'Enderium Grinding Ball' - <no NBT>]"
"itemGrindingBallLumium","[enderio:item_material@59 - 'Lumium Grinding Ball' - <no NBT>]"
"itemGrindingBallSignalum","[enderio:item_material@57 - 'Signalum Grinding Ball' - <no NBT>]"
"itemIlluminatedPanel","[appliedenergistics2:part@160 - 'Bright Illuminated Panel' - <no NBT>]; [appliedenergistics2:part@180 - 'Illuminated Panel' - <no NBT>]; [appliedenergistics2:part@200 - 'Dark Illuminated Panel' - <no NBT>]"
"itemInfinityGoop","[enderio:item_material@75 - 'Infinity Reagent' - <no NBT>]"
"itemInfinityRod","[enderio:item_material@71 - 'Infinity Rod' - <no NBT>]"
"itemLeather","[minecraft:leather@0 - 'Leather' - <no NBT>]"
"itemMachineChassi","[enderio:item_material@1 - 'Industrial Machine Chassis' - <no NBT>]"
"itemNutritiousStick","[enderio:item_material@8 - 'Nutritious Stick' - <no NBT>]"
"itemPlantbrown","[enderio:item_material@47 - 'Twigs and Prunings' - <no NBT>]"
"itemPlantgreen","[enderio:item_material@46 - 'Clippings and Trimmings' - <no NBT>]"
"itemPlatePhotovoltaic","[enderio:item_material@3 - 'Photovoltaic Plate' - <no NBT>]"
"itemPollen","[forestry:pollen@0 - 'Pollen Cluster' - <no NBT>]"
"itemPowderPhotovoltaic","[enderio:item_material@38 - 'Photovoltaic Composite' - <no NBT>]"
"itemPrecientCrystal","[enderio:item_material@19 - 'Prescient Crystal' - <no NBT>]"
"itemPrecientPowder","[enderio:item_material@34 - 'Grains of Prescience' - <no NBT>]"
"itemPulsatingCrystal","[enderio:item_material@14 - 'Pulsating Crystal' - <no NBT>]"
"itemPulsatingPowder","[enderio:item_material@36 - 'Grains of Piezallity' - <no NBT>]"
"itemQuartzKnife","[appliedenergistics2:certus_quartz_cutting_knife@0 - 'Certus Quartz Cutting Knife' - <no NBT>]; [appliedenergistics2:nether_quartz_cutting_knife@0 - 'Nether Quartz Cutting Knife' - <no NBT>]"
"itemQuartzWrench","[appliedenergistics2:certus_quartz_wrench@0 - 'Certus Quartz Wrench' - <no NBT>]; [appliedenergistics2:nether_quartz_wrench@0 - 'Nether Quartz Wrench' - <no NBT>]"
"itemRedstoneFilterBase","[enderio:item_material@60 - 'Redstone Filter Base' - <no NBT>]"
"itemRemoteAwarenessUpgrade","[enderio:item_material@64 - 'Remote Awareness Upgrade' - <no NBT>]"
"itemRubber","[techreborn:part@32 - 'Rubber' - <no NBT>]; [industrialforegoing:plastic@0 - 'Plastic' - <no NBT>]"
"itemSalt","[bewitchment:salt@0 - 'Salt' - <no NBT>]; [mekanism:salt@0 - 'Salt' - <no NBT>]; [immersivetech:material@0 - 'Salt' - <no NBT>]"
"itemSawdust","[thermalfoundation:material@800 - 'Sawdust' - <no NBT>]"
"itemScrap","[techreborn:part@33 - 'Scrap' - <no NBT>]"
"itemScrapBox","[techreborn:scrapbox@0 - 'Scrap Box' - <no NBT>]"
"itemSilicon","[nuclearcraft:gem@6 - 'Silicon' - <no NBT>]; [appliedenergistics2:material@5 - 'Silicon' - <no NBT>]; [enderio:item_material@5 - 'Silicon' - <no NBT>]"
"itemSimpleChassiParts","[enderio:item_material@69 - 'Simple Machine Parts' - <no NBT>]"
"itemSimpleMachineChassi","[enderio:item_material@0 - 'Simple Machine Chassis' - <no NBT>]"
"itemSkull","[minecraft:skull@32767 - '(WILDCARD)' - <no NBT>]; [enderio:block_enderman_skull@0 - 'Enderman Head' - <no NBT>]"
"itemSlag","[thermalfoundation:material@864 - 'Slag' - <no NBT>]; [immersiveengineering:material@7 - 'Slag' - <no NBT>]"
"itemSlagRich","[thermalfoundation:material@865 - 'Rich Slag' - <no NBT>]"
"itemSoulMachineChassi","[enderio:item_material@53 - 'Soul Machine Chassis' - <no NBT>]"
"itemUnsouledMachineChassi","[enderio:item_material@55 - 'Soulless Machine Chassis' - <no NBT>]"
"itemVibrantCrystal","[enderio:item_material@15 - 'Vibrant Crystal' - <no NBT>]"
"itemVibrantPowder","[enderio:item_material@35 - 'Grains of Vibrancy' - <no NBT>]"
"itemWax","[bewitchment:tallow@0 - 'Tallow' - <no NBT>]"
"itemWeatherCrystal","[enderio:item_material@18 - 'Weather Crystal' - <no NBT>]"
"itemWirelessDish","[enderio:item_material@65 - 'Wireless Energy Transmitter Dish Assembly' - <no NBT>]"
"itemWitheringDust","[enderio:item_material@63 - 'Withering Dust' - <no NBT>]"
"lapotronCrystal","[techreborn:lapotroncrystal@0 - 'Lapotron Crystal' - {energy:0}]"
"leather","[minecraft:leather@0 - 'Leather' - <no NBT>]"
"leavesRubber","[techreborn:rubber_leaves@32767 - '(WILDCARD)' - <no NBT>]"
"lever",""
"lexicaBotania","[botania:lexicon@0 - 'Lexica Botania' - <no NBT>]"
"lifeRoot","[naturalpledge:resource@2 - 'Soulroot' - <no NBT>]; [naturalpledge:resource@3 - 'Awakened Soulroot' - <no NBT>]"
"lifeRootAwakened","[naturalpledge:resource@3 - 'Awakened Soulroot' - <no NBT>]"
"lilypad","[minecraft:waterlily@0 - 'Lily Pad' - <no NBT>]"
"listAllSalt","[bewitchment:salt@0 - 'Salt' - <no NBT>]"
"listAllberry","[extratrees:food@7 - 'Blackthorn' - <no NBT>]; [extratrees:food@34 - 'Elderberry' - <no NBT>]; [extratrees:food@41 - 'Blackcurrant' - <no NBT>]; [extratrees:food@42 - 'Redcurrant' - <no NBT>]; [extratrees:food@43 - 'Blackberry' - <no NBT>]; [extratrees:food@44 - 'Raspberry' - <no NBT>]; [extratrees:food@45 - 'Blueberry' - <no NBT>]; [extratrees:food@46 - 'Cranberry' - <no NBT>]; [extratrees:food@48 - 'Gooseberry' - <no NBT>]; [extratrees:food@49 - 'Golden Raspberry' - <no NBT>]"
"listAllcitrus","[extratrees:food@1 - 'Orange' - <no NBT>]; [extratrees:food@3 - 'Lime' - <no NBT>]; [extratrees:food@11 - 'Grapefruit' - <no NBT>]; [extratrees:food@13 - 'Satsuma' - <no NBT>]; [extratrees:food@14 - 'Buddhas Hand' - <no NBT>]; [extratrees:food@15 - 'Citron' - <no NBT>]; [extratrees:food@16 - 'Finger Lime' - <no NBT>]; [extratrees:food@17 - 'Key Lime' - <no NBT>]; [extratrees:food@18 - 'Manderin' - <no NBT>]; [extratrees:food@21 - 'Tangerine' - <no NBT>]; [extratrees:food@38 - 'Osange Orange' - <no NBT>]"
"listAllfruit","[extratrees:food@0 - 'Crabapple' - <no NBT>]; [extratrees:food@1 - 'Orange' - <no NBT>]; [extratrees:food@2 - 'Kumquat' - <no NBT>]; [extratrees:food@3 - 'Lime' - <no NBT>]; [extratrees:food@4 - 'Wild Cherry' - <no NBT>]; [extratrees:food@5 - 'Sour Cherry' - <no NBT>]; [extratrees:food@6 - 'Black Cherry' - <no NBT>]; [extratrees:food@7 - 'Blackthorn' - <no NBT>]; [extratrees:food@8 - 'Cherry Plum' - <no NBT>]; [extratrees:food@10 - 'Apricot' - <no NBT>]; [extratrees:food@11 - 'Grapefruit' - <no NBT>]; [extratrees:food@12 - 'Peach' - <no NBT>]; [extratrees:food@13 - 'Satsuma' - <no NBT>]; [extratrees:food@14 - 'Buddhas Hand' - <no NBT>]; [extratrees:food@15 - 'Citron' - <no NBT>]; [extratrees:food@16 - 'Finger Lime' - <no NBT>]; [extratrees:food@17 - 'Key Lime' - <no NBT>]; [extratrees:food@18 - 'Manderin' - <no NBT>]; [extratrees:food@19 - 'Nectarine' - <no NBT>]; [extratrees:food@20 - 'Pomelo' - <no NBT>]; [extratrees:food@21 - 'Tangerine' - <no NBT>]; [extratrees:food@22 - 'Pear' - <no NBT>]; [extratrees:food@23 - 'Sand Pear' - <no NBT>]; [extratrees:food@28 - 'Banana' - <no NBT>]; [extratrees:food@29 - 'Red Banana' - <no NBT>]; [extratrees:food@30 - 'Plantain' - <no NBT>]; [extratrees:food@32 - 'Fig' - <no NBT>]; [extratrees:food@34 - 'Elderberry' - <no NBT>]; [extratrees:food@38 - 'Osange Orange' - <no NBT>]; [extratrees:food@41 - 'Blackcurrant' - <no NBT>]; [extratrees:food@42 - 'Redcurrant' - <no NBT>]; [extratrees:food@43 - 'Blackberry' - <no NBT>]; [extratrees:food@44 - 'Raspberry' - <no NBT>]; [extratrees:food@45 - 'Blueberry' - <no NBT>]; [extratrees:food@46 - 'Cranberry' - <no NBT>]; [extratrees:food@47 - 'Juniper' - <no NBT>]; [extratrees:food@48 - 'Gooseberry' - <no NBT>]; [extratrees:food@49 - 'Golden Raspberry' - <no NBT>]; [extratrees:food@52 - 'Avacado' - <no NBT>]; [extratrees:food@57 - 'Mango' - <no NBT>]; [extratrees:food@58 - 'Starfruit' - <no NBT>]"
"listAllherb","[bewitchment:garlic@0 - 'Garlic' - <no NBT>]"
"listAllmeatcooked","[minecraft:cooked_beef@32767 - '(WILDCARD)' - <no NBT>]; [minecraft:cooked_chicken@32767 - '(WILDCARD)' - <no NBT>]; [minecraft:cooked_fish@32767 - '(WILDCARD)' - <no NBT>]; [minecraft:cooked_mutton@32767 - '(WILDCARD)' - <no NBT>]; [minecraft:cooked_porkchop@32767 - '(WILDCARD)' - <no NBT>]; [minecraft:cooked_rabbit@32767 - '(WILDCARD)' - <no NBT>]"
"listAllnut","[extratrees:food@9 - 'Almond' - <no NBT>]; [extratrees:food@24 - 'Hazelnut' - <no NBT>]; [extratrees:food@25 - 'Butternut' - <no NBT>]; [extratrees:food@26 - 'Beechnut' - <no NBT>]; [extratrees:food@27 - 'Pecan Nut' - <no NBT>]; [extratrees:food@31 - 'Brazil Nut' - <no NBT>]; [extratrees:food@33 - 'Acorn' - <no NBT>]; [extratrees:food@50 - 'Coconut' - <no NBT>]; [extratrees:food@51 - 'Cashew' - <no NBT>]; [extratrees:food@59 - 'Candlenut' - <no NBT>]"
"listAllpepper","[extratrees:food@55 - 'Chilli' - <no NBT>]"
"listAllseed","[bewitchment:white_sage_seeds@0 - 'White Sage Seeds' - <no NBT>]; [bewitchment:aconitum_seeds@0 - 'Aconitum Seeds' - <no NBT>]; [bewitchment:garlic_seeds@0 - 'Garlic Seeds' - <no NBT>]; [bewitchment:mandrake_seeds@0 - 'Mandrake Seeds' - <no NBT>]; [bewitchment:wormwood_seeds@0 - 'Wormwood Seeds' - <no NBT>]; [bewitchment:belladonna_seeds@0 - 'Belladonna Seeds' - <no NBT>]; [bewitchment:hellebore_seeds@0 - 'Hellebore Seeds' - <no NBT>]"
"listAllspice","[extratrees:food@36 - 'Gingko Nut' - <no NBT>]; [extratrees:food@39 - 'Clove' - <no NBT>]; [extratrees:food@53 - 'Nutmeg' - <no NBT>]; [extratrees:food@54 - 'Allspice' - <no NBT>]; [extratrees:food@56 - 'Star Anise' - <no NBT>]"
"listAllveggie","[randomthings:beans@0 - 'Bean' - <no NBT>]"
"livingRoot","[botania:manaresource@20 - 'Living Root' - <no NBT>]"
"livingrock","[botania:livingrock@0 - 'Livingrock' - <no NBT>]"
"livingwood","[botania:livingwood@0 - 'Livingwood' - <no NBT>]"
"livingwoodTwig","[botania:manaresource@3 - 'Livingwood Twig' - <no NBT>]"
"logElvenwood","[botanicadds:elvenwood_log@0 - 'Elvenwood Log' - <no NBT>]"
