"Registry name","Meta/dmg","Display name","Ore Dict Keys","NBT"
"chisel:ice1",3,"Ice","blockIce,ice",""
"chisel:ice1",4,"Ice","blockIce,ice",""
"chisel:ice1",5,"Ice","blockIce,ice",""
"chisel:ice1",6,"Ice","blockIce,ice",""
"chisel:ice1",7,"Ice","blockIce,ice",""
"chisel:ice1",8,"Ice","blockIce,ice",""
"chisel:ice1",9,"Ice","blockIce,ice",""
"chisel:ice1",10,"Ice","blockIce,ice",""
"chisel:ice1",11,"Ice","blockIce,ice",""
"chisel:ice1",12,"Ice","blockIce,ice",""
"chisel:ice1",13,"Ice","blockIce,ice",""
"chisel:ice1",14,"Ice","blockIce,ice",""
"chisel:ice1",15,"Ice","blockIce,ice",""
"chisel:ice2",0,"Ice","blockIce,ice",""
"chisel:icepillar",0,"Ice Pillar","blockIce,ice",""
"chisel:icepillar",1,"Ice Pillar","blockIce,ice",""
"chisel:icepillar",2,"Ice Pillar","blockIce,ice",""
"chisel:icepillar",3,"Ice Pillar","blockIce,ice",""
"chisel:icepillar",4,"Ice Pillar","blockIce,ice",""
"chisel:icepillar",5,"Ice Pillar","blockIce,ice",""
"chisel:icepillar",6,"Ice Pillar","blockIce,ice",""
"chisel:iron",0,"Block of Iron","blockIron",""
"chisel:iron",1,"Block of Iron","blockIron",""
"chisel:iron",2,"Block of Iron","blockIron",""
"chisel:iron",3,"Block of Iron","blockIron",""
"chisel:iron",4,"Block of Iron","blockIron",""
"chisel:iron",5,"Block of Iron","blockIron",""
"chisel:iron",6,"Block of Iron","blockIron",""
"chisel:iron",7,"Block of Iron","blockIron",""
"chisel:iron",8,"Block of Iron","blockIron",""
"chisel:iron",9,"Block of Iron","blockIron",""
"chisel:iron",10,"Block of Iron","blockIron",""
"chisel:iron",11,"Block of Iron","blockIron",""
"chisel:iron",12,"Block of Iron","blockIron",""
"chisel:iron",13,"Block of Iron","blockIron",""
"chisel:iron",14,"Block of Iron","blockIron",""
"chisel:lapis",0,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",1,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",2,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",3,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",4,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",5,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",6,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",7,"Lapis Lazuli Block","blockLapis",""
"chisel:lapis",8,"Lapis Lazuli Block","blockLapis",""
"chisel:limestone",0,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",1,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",2,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",3,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",4,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",5,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",6,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",7,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",8,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",9,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",10,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",11,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",12,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",13,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",14,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone",15,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",0,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",1,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",2,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",3,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",4,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",5,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",6,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",7,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",8,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone1",9,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",0,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",1,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",2,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",3,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",4,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",5,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",6,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:limestone2",7,"Limestone","stoneLimestone,stoneLimestonePolished",""
"chisel:marble",0,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",1,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",2,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",3,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",4,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",5,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",6,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",7,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",8,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",9,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",10,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",11,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",12,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",13,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",14,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble",15,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",0,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",1,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",2,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",3,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",4,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",5,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",6,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",7,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",8,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble1",9,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",0,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",1,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",2,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",3,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",4,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",5,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",6,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marble2",7,"Marble","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",0,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",1,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",2,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",3,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",4,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",5,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",6,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",7,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",8,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",9,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",10,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",11,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",12,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",13,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",14,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:marblepillar",15,"Marble Pillar","stoneMarble,stoneMarblePolished",""
"chisel:netherrack",0,"Netherrack","netherrack",""
"chisel:netherrack",1,"Netherrack","netherrack",""
"chisel:netherrack",2,"Netherrack","netherrack",""
"chisel:netherrack",3,"Netherrack","netherrack",""
"chisel:netherrack",4,"Netherrack","netherrack",""
"chisel:netherrack",5,"Netherrack","netherrack",""
"chisel:netherrack",6,"Netherrack","netherrack",""
"chisel:netherrack",7,"Netherrack","netherrack",""
"chisel:netherrack",8,"Netherrack","netherrack",""
"chisel:netherrack",9,"Netherrack","netherrack",""
"chisel:netherrack",10,"Netherrack","netherrack",""
"chisel:netherrack",11,"Netherrack","netherrack",""
"chisel:netherrack",12,"Netherrack","netherrack",""
"chisel:netherrack",13,"Netherrack","netherrack",""
"chisel:obsidian",0,"Obsidian","obsidian",""
"chisel:obsidian",1,"Obsidian","obsidian",""
"chisel:obsidian",2,"Obsidian","obsidian",""
"chisel:obsidian",3,"Obsidian","obsidian",""
"chisel:obsidian",4,"Obsidian","obsidian",""
"chisel:obsidian",5,"Obsidian","obsidian",""
"chisel:obsidian",6,"Obsidian","obsidian",""
"chisel:obsidian",7,"Obsidian","obsidian",""
"chisel:obsidian",8,"Obsidian","obsidian",""
"chisel:obsidian",9,"Obsidian","obsidian",""
"chisel:obsidian",10,"Obsidian","obsidian",""
"chisel:obsidian",11,"Obsidian","obsidian",""
"chisel:obsidian",12,"Obsidian","obsidian",""
"chisel:obsidian",13,"Obsidian","obsidian",""
"chisel:obsidian",14,"Obsidian","obsidian",""
"chisel:planks-acacia",0,"Acacia Planks","plankWood",""
"chisel:planks-acacia",1,"Acacia Planks","plankWood",""
"chisel:planks-acacia",2,"Acacia Planks","plankWood",""
"chisel:planks-acacia",3,"Acacia Planks","plankWood",""
"chisel:planks-acacia",4,"Acacia Planks","plankWood",""
"chisel:planks-acacia",5,"Acacia Planks","plankWood",""
"chisel:planks-acacia",6,"Acacia Planks","plankWood",""
"chisel:planks-acacia",7,"Acacia Planks","plankWood",""
"chisel:planks-acacia",8,"Acacia Planks","plankWood",""
"chisel:planks-acacia",9,"Acacia Planks","plankWood",""
"chisel:planks-acacia",10,"Acacia Planks","plankWood",""
"chisel:planks-acacia",11,"Acacia Planks","plankWood",""
"chisel:planks-acacia",12,"Acacia Planks","plankWood",""
"chisel:planks-acacia",13,"Acacia Planks","plankWood",""
"chisel:planks-acacia",14,"Acacia Planks","plankWood",""
"chisel:planks-birch",0,"Birch Planks","plankWood",""
"chisel:planks-birch",1,"Birch Planks","plankWood",""
"chisel:planks-birch",2,"Birch Planks","plankWood",""
"chisel:planks-birch",3,"Birch Planks","plankWood",""
"chisel:planks-birch",4,"Birch Planks","plankWood",""
"chisel:planks-birch",5,"Birch Planks","plankWood",""
"chisel:planks-birch",6,"Birch Planks","plankWood",""
"chisel:planks-birch",7,"Birch Planks","plankWood",""
"chisel:planks-birch",8,"Birch Planks","plankWood",""
"chisel:planks-birch",9,"Birch Planks","plankWood",""
"chisel:planks-birch",10,"Birch Planks","plankWood",""
"chisel:planks-birch",11,"Birch Planks","plankWood",""
"chisel:planks-birch",12,"Birch Planks","plankWood",""
"chisel:planks-birch",13,"Birch Planks","plankWood",""
"chisel:planks-birch",14,"Birch Planks","plankWood",""
"chisel:planks-dark-oak",0,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",1,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",2,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",3,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",4,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",5,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",6,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",7,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",8,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",9,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",10,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",11,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",12,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",13,"Dark Oak Planks","plankWood",""
"chisel:planks-dark-oak",14,"Dark Oak Planks","plankWood",""
"chisel:planks-jungle",0,"Jungle Planks","plankWood",""
"chisel:planks-jungle",1,"Jungle Planks","plankWood",""
"chisel:planks-jungle",2,"Jungle Planks","plankWood",""
"chisel:planks-jungle",3,"Jungle Planks","plankWood",""
"chisel:planks-jungle",4,"Jungle Planks","plankWood",""
"chisel:planks-jungle",5,"Jungle Planks","plankWood",""
"chisel:planks-jungle",6,"Jungle Planks","plankWood",""
"chisel:planks-jungle",7,"Jungle Planks","plankWood",""
"chisel:planks-jungle",8,"Jungle Planks","plankWood",""
"chisel:planks-jungle",9,"Jungle Planks","plankWood",""
"chisel:planks-jungle",10,"Jungle Planks","plankWood",""
"chisel:planks-jungle",11,"Jungle Planks","plankWood",""
"chisel:planks-jungle",12,"Jungle Planks","plankWood",""
"chisel:planks-jungle",13,"Jungle Planks","plankWood",""
"chisel:planks-jungle",14,"Jungle Planks","plankWood",""
"chisel:planks-oak",0,"Oak Planks","plankWood",""
"chisel:planks-oak",1,"Oak Planks","plankWood",""
"chisel:planks-oak",2,"Oak Planks","plankWood",""
"chisel:planks-oak",3,"Oak Planks","plankWood",""
"chisel:planks-oak",4,"Oak Planks","plankWood",""
"chisel:planks-oak",5,"Oak Planks","plankWood",""
"chisel:planks-oak",6,"Oak Planks","plankWood",""
"chisel:planks-oak",7,"Oak Planks","plankWood",""
"chisel:planks-oak",8,"Oak Planks","plankWood",""
"chisel:planks-oak",9,"Oak Planks","plankWood",""
"chisel:planks-oak",10,"Oak Planks","plankWood",""
"chisel:planks-oak",11,"Oak Planks","plankWood",""
"chisel:planks-oak",12,"Oak Planks","plankWood",""
"chisel:planks-oak",13,"Oak Planks","plankWood",""
"chisel:planks-oak",14,"Oak Planks","plankWood",""
"chisel:planks-spruce",0,"Spruce Planks","plankWood",""
"chisel:planks-spruce",1,"Spruce Planks","plankWood",""
"chisel:planks-spruce",2,"Spruce Planks","plankWood",""
"chisel:planks-spruce",3,"Spruce Planks","plankWood",""
"chisel:planks-spruce",4,"Spruce Planks","plankWood",""
"chisel:planks-spruce",5,"Spruce Planks","plankWood",""
"chisel:planks-spruce",6,"Spruce Planks","plankWood",""
"chisel:planks-spruce",7,"Spruce Planks","plankWood",""
"chisel:planks-spruce",8,"Spruce Planks","plankWood",""
"chisel:planks-spruce",9,"Spruce Planks","plankWood",""
"chisel:planks-spruce",10,"Spruce Planks","plankWood",""
"chisel:planks-spruce",11,"Spruce Planks","plankWood",""
"chisel:planks-spruce",12,"Spruce Planks","plankWood",""
"chisel:planks-spruce",13,"Spruce Planks","plankWood",""
"chisel:planks-spruce",14,"Spruce Planks","plankWood",""
"chisel:prismarine",0,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",1,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",2,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",3,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",4,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",5,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",6,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",7,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",8,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",9,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",10,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",11,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",12,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",13,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",14,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine",15,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine1",0,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine1",1,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine1",2,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine1",3,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine1",4,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine1",5,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine1",6,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine1",7,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine1",8,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine1",9,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine2",0,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine2",1,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine2",2,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine2",3,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine2",4,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:prismarine2",5,"Prismarine","prismarine,prismarineBrick,prismarineDark",""
"chisel:quartz",0,"Block of Quartz","blockQuartz",""
"chisel:quartz",1,"Block of Quartz","blockQuartz",""
"chisel:quartz",2,"Block of Quartz","blockQuartz",""
"chisel:quartz",3,"Block of Quartz","blockQuartz",""
"chisel:quartz",4,"Block of Quartz","blockQuartz",""
"chisel:quartz",5,"Block of Quartz","blockQuartz",""
"chisel:quartz",6,"Block of Quartz","blockQuartz",""
"chisel:quartz",7,"Block of Quartz","blockQuartz",""
"chisel:quartz",8,"Block of Quartz","blockQuartz",""
"chisel:quartz",9,"Block of Quartz","blockQuartz",""
"chisel:quartz",10,"Block of Quartz","blockQuartz",""
"chisel:quartz",11,"Block of Quartz","blockQuartz",""
"chisel:quartz",12,"Block of Quartz","blockQuartz",""
"chisel:quartz",13,"Block of Quartz","blockQuartz",""
"chisel:quartz",14,"Block of Quartz","blockQuartz",""
"chisel:quartz",15,"Block of Quartz","blockQuartz",""
"chisel:quartz1",0,"Block of Quartz","blockQuartz",""
"chisel:quartz1",1,"Block of Quartz","blockQuartz",""
"chisel:quartz1",2,"Block of Quartz","blockQuartz",""
